trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1261,False,"{'a': 0.5, 'e': 0.0018363047770289071}",25,16,17.70517424238671,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.5, 'e': 0.001827146168744899}",20,13,9.750397413489468,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.5, 'e': 0.0018180332392102713}",25,14,23.441037544344184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.5, 'e': 0.0018089657606013153}",25,6,28.94240831297764,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.5, 'e': 0.0017999435062305911}",35,23,21.312153342033522,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.5, 'e': 0.0017909662505412698}",25,15,19.852596770021805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.5, 'e': 0.0017820337691014916}",25,10,23.37563513991872,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.5, 'e': 0.0017731458385987554}",20,13,13.622950444021997,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.5, 'e': 0.0017643022368343355}",20,14,11.417696559517168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.5, 'e': 0.0017555027427177273}",25,17,17.182970600968517,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.5, 'e': 0.0017467471362611182}",20,0,32.24793274029334,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1272,False,"{'a': 0.5, 'e': 0.0017380351985738934}",20,6,24.351317023033474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.5, 'e': 0.0017293667118571557}",20,10,19.690782823204533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.5, 'e': 0.0017207414593982857}",20,10,20.288878459863138,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.5, 'e': 0.0017121592255655228}",20,16,5.398061186888606,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.5, 'e': 0.001703619795802574}",30,23,13.32673085037775,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.5, 'e': 0.0016951229566232505}",25,14,24.9133091840647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.5, 'e': 0.0016866684956061305}",20,12,17.01107089004144,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.5, 'e': 0.0016782562013892464}",25,11,26.404393597019027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.5, 'e': 0.0016698858636648077}",20,13,14.068591809479292,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.5, 'e': 0.001661557273173934}",25,8,28.439799741713657,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.5, 'e': 0.001653270221701429}",25,7,33.034484943081765,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.5, 'e': 0.0016450245020705747}",20,2,31.83573758527722,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.5, 'e': 0.0016368199081379503}",20,6,30.30094677409157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.5, 'e': 0.0016286562347882806}",20,12,13.681112070773864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.5, 'e': 0.0016205332779293067}",20,10,18.895533322741006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.5, 'e': 0.0016124508344866836}",20,5,25.52273965377379,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.5, 'e': 0.0016044087023989032}",30,10,35.28636894288741,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.5, 'e': 0.0015964066806122474}",30,12,35.50916994622498,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.5, 'e': 0.001588444569075753}",35,20,26.612185028577535,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.5, 'e': 0.001580522168736217}",20,7,21.27292909442493,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.5, 'e': 0.0015726392815332184}",30,16,26.6551573407214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.5, 'e': 0.0015647957103941666}",20,10,19.13911403804612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.5, 'e': 0.0015569912592293745}",20,14,11.136148611336715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.5, 'e': 0.0015492257329271562}",20,9,21.622968681041137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.5, 'e': 0.001541498937348949}",20,16,8.727439805629476,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.5, 'e': 0.001533810679324463}",25,17,18.387545832424145,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.5, 'e': 0.0015261607666468464}",30,8,36.5538178852898,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.5, 'e': 0.0015185490080678835}",30,16,19.768230332499062,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.5, 'e': 0.0015109752132932135}",20,6,25.122690676819953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.5, 'e': 0.0015034391929775724}",20,11,18.440423822842757,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.5, 'e': 0.0014959407587200602}",35,21,27.550748581838604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.5, 'e': 0.0014884797230594294}",20,14,12.670430226740734,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.5, 'e': 0.0014810558994693987}",20,2,6.994474289193716,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1305,False,"{'a': 0.5, 'e': 0.0014736691023539948}",25,11,28.29604871282875,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.5, 'e': 0.001466319147042903}",30,18,25.123956442696233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.5, 'e': 0.0014590058497868585}",20,12,14.724400385103078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.5, 'e': 0.0014517290277530485}",20,10,18.42598699328438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.5, 'e': 0.0014444884990205433}",20,12,12.937067310736415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.5, 'e': 0.0014372840825757473}",25,13,21.029163423493365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.5, 'e': 0.0014301155983078744}",20,6,29.77745919398603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.5, 'e': 0.0014229828670044445}",25,16,15.045556875373043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.5, 'e': 0.0014158857103468022}",20,9,21.97109582406664,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.5, 'e': 0.0014088239509056637}",20,0,36.08593890496911,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.5, 'e': 0.0014017974121366744}",30,23,14.813832540211335,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.5, 'e': 0.0013948059183759988}",20,6,25.786938945481978,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.5, 'e': 0.001387849294835929}",25,20,8.784668691154256,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.5, 'e': 0.0013809273676005135}",20,12,12.592994970610022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.5, 'e': 0.0013740399636212118}",20,10,18.619586076531327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.5, 'e': 0.001367186910712565}",25,11,26.13093932951169,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.5, 'e': 0.0013603680375478928}",20,10,20.075413341742173,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.5, 'e': 0.001353583173655013}",20,12,19.47264607085749,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.5, 'e': 0.0013468321494119735}",30,10,33.1884050803477,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.5, 'e': 0.001340114796042817}",20,13,13.75594432772958,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.5, 'e': 0.0013334309456133593}",20,11,15.465682029785254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.5, 'e': 0.0013267804310269915}",20,14,11.318466562364863,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.5, 'e': 0.0013201630860205026}",20,0,32.8769892103022,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1328,False,"{'a': 0.5, 'e': 0.0013135787451599226}",20,9,20.73545817392902,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.5, 'e': 0.0013070272438363863}",25,13,24.44598853365663,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.5, 'e': 0.0013005084182620215}",30,16,30.875689999323175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.5, 'e': 0.001294022105465848}",20,11,18.968850159588037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.5, 'e': 0.001287568143289708}",25,17,16.110083934939173,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.5, 'e': 0.0012811463703842113}",20,11,15.634220655420467,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.5, 'e': 0.0012747566262047007}",35,21,32.122012664589775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.5, 'e': 0.0012683987510072388}",25,8,29.97314829274071,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.5, 'e': 0.0012620725858446145}",25,13,21.123347084456498,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.5, 'e': 0.0012557779725623694}",25,14,22.19521042292791,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.5, 'e': 0.0012495147537948425}",25,16,15.130594023654789,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.5, 'e': 0.0012432827729612404}",20,9,21.127500488074684,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.5, 'e': 0.0012370818742617167}",20,4,24.77384722679436,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.5, 'e': 0.001230911902673481}",30,20,19.133105721809912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.5, 'e': 0.001224772703946922}",20,12,15.251374024804022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.5, 'e': 0.0012186641246017523}",35,18,32.584144590087284,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.5, 'e': 0.0012125860119231696}",20,8,22.059349525511575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.5, 'e': 0.0012065382139580404}",20,10,23.093278220323533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.5, 'e': 0.0012005205795111}",25,12,24.93702561599748,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.5, 'e': 0.0011945329581411752}",20,12,14.499400373761043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.5, 'e': 0.0011885752001574196}",20,9,19.493805578546016,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.5, 'e': 0.0011826471566155727}",25,15,18.598180386176438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.5, 'e': 0.0011767486793142377}",25,18,9.645964291495456,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.5, 'e': 0.0011708796207911744}",35,11,39.88230336033574,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.5, 'e': 0.0011650398343196144}",20,12,17.853464981150616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.5, 'e': 0.0011592291739045914}",20,10,15.909652854390856,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.5, 'e': 0.0011534474942792917}",25,15,21.241814916251425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.5, 'e': 0.0011476946509014253}",20,16,6.3628096130021365,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.5, 'e': 0.0011419704999496075}",25,9,29.874956131223772,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.5, 'e': 0.0011362748983197658}",25,15,18.947306453118802,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.5, 'e': 0.0011306077036215634}",20,6,22.922841284345058,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.5, 'e': 0.0011249687741748374}",25,19,10.825322942201007,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.5, 'e': 0.0011193579690060578}",25,11,29.420549839846647,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.5, 'e': 0.0011137751478448032}",25,3,32.85855044767338,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.5, 'e': 0.001108220171120254}",20,15,7.9848874010430215,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.5, 'e': 0.0011026928999577018}",20,15,8.830023393241131,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.5, 'e': 0.0010971931961750814}",30,19,21.19412616377028,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.5, 'e': 0.0010917209222795108}",25,14,20.892376549087423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.5, 'e': 0.0010862759414638579}",25,16,18.54888389262131,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.5, 'e': 0.0010808581176033184}",30,13,30.214145570749753,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.5, 'e': 0.0010754673152520138}",25,16,16.404960581947783,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.5, 'e': 0.0010701033996396044}",20,12,15.716136078255998,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.5, 'e': 0.0010647662366679205}",20,15,9.518253029859975,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.5, 'e': 0.001059455692907609}",30,12,28.95421206137184,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.5, 'e': 0.0010541716355948014}",20,11,15.6950570016187,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.5, 'e': 0.0010489139326277882}",20,6,24.30430922195807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.5, 'e': 0.001043682452563722}",25,13,22.51962596036843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.5, 'e': 0.0010384770646153282}",30,16,28.413594949709108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.5, 'e': 0.001033297638647637}",30,22,17.78756598800554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.5, 'e': 0.0010281440451747298}",25,19,12.474768115340911,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.5, 'e': 0.0010230161553565012}",25,16,18.570675633730158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.5, 'e': 0.0010179138409954376}",25,13,21.33697509340508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.5, 'e': 0.0010128369745334165}",20,9,20.47300732627834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.5, 'e': 0.0010077854290485105}",25,2,39.4048312135971,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.5, 'e': 0.0010027590782518195}",25,13,20.596818407761617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.5, 'e': 0.000997757796484312}",30,23,13.682245978991164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.5, 'e': 0.000992781458713683}",20,13,14.968570057104008,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.5, 'e': 0.0009878299405312295}",20,10,17.233081190269505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.5, 'e': 0.0009829031181487387}",20,14,11.226646751723298,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.5, 'e': 0.0009780008683953946}",25,16,15.977232258000496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.5, 'e': 0.000973123068714697}",25,9,29.73973435700813,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.5, 'e': 0.0009682695971614017}",20,10,19.86461673207072,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.5, 'e': 0.0009634403323984662}",20,10,20.72071575451764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.5, 'e': 0.0009586351536940199}",20,16,6.864744030907094,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.5, 'e': 0.0009538539409183448}",20,16,6.238480356135307,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.5, 'e': 0.0009490965745408727}",30,18,23.005778204028093,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.5, 'e': 0.0009443629356271963}",20,13,12.333542919445982,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.5, 'e': 0.0009396529058360961}",20,10,17.39086314584396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.5, 'e': 0.0009349663674165814}",30,21,17.077046950150617,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.5, 'e': 0.000930303203204949}",20,0,28.6477301084945,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1398,False,"{'a': 0.5, 'e': 0.0009256632966218501}",20,8,21.832912906111176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.5, 'e': 0.0009210465316693785}",20,5,25.837296981848908,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.5, 'e': 0.0009164527929281697}",20,12,15.708316772068112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.5, 'e': 0.0009118819655545162}",25,10,24.030184461425325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.5, 'e': 0.0009073339352774954}",20,8,18.909153344799087,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.5, 'e': 0.0009028085883961136}",30,15,28.601586056824928,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.5, 'e': 0.0008983058117764621}",25,13,20.564196316630056,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.5, 'e': 0.0008938254928488927}",30,16,24.115901126315862,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.5, 'e': 0.000889367519605198}",25,19,9.891972358047084,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.5, 'e': 0.0008849317805958146}",30,16,25.14036557935152,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.5, 'e': 0.0008805181649270364}",35,23,21.30093354052089,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.5, 'e': 0.0008761265622582417}",25,12,22.414881515893132,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.5, 'e': 0.0008717568627991351}",20,16,7.108766269479595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.5, 'e': 0.0008674089573070025}",20,9,23.25989288498746,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.5, 'e': 0.0008630827370839802}",30,20,18.73440411270732,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.5, 'e': 0.0008587780939743365}",20,10,20.39175941883465,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.5, 'e': 0.000854494920361771}",25,16,15.367309504235415,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.5, 'e': 0.0008502331091667194}",25,15,17.517801654861824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.5, 'e': 0.0008459925538436801}",25,18,12.745229504541072,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.5, 'e': 0.000841773148378549}",20,12,11.322780977769419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.5, 'e': 0.0008375747872859697}",20,12,15.229578967065661,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.5, 'e': 0.0008333973656066964}",25,10,28.349481011447537,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.5, 'e': 0.0008292407789049694}",20,13,14.503287609060203,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.5, 'e': 0.0008251049232659038}",20,9,20.55810374634416,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.5, 'e': 0.0008209896952928949}",25,14,17.63570008249675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.5, 'e': 0.0008168949921050283}",20,0,33.58251107247918,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1424,False,"{'a': 0.5, 'e': 0.000812820711334511}",20,13,11.149080218993713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.5, 'e': 0.0008087667511241114}",20,11,17.70389755434071,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.5, 'e': 0.0008047330101246132}",30,20,22.47560345747495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.5, 'e': 0.0008007193874922814}",30,22,11.885185086349553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.5, 'e': 0.0007967257828863411}",25,20,8.323761945203847,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.5, 'e': 0.0007927520964664684}",30,21,16.37077225297645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.5, 'e': 0.0007887982288902973}",25,14,20.724399306223358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.5, 'e': 0.0007848640813109316}",20,6,25.809430723575822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.5, 'e': 0.0007809495553744772}",20,10,19.374245310338438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.5, 'e': 0.0007770545532175816}",20,13,13.260405722611853,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.5, 'e': 0.000773178977464988}",20,6,24.564735213805783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.5, 'e': 0.0007693227312271008}",20,16,6.793844920462562,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.5, 'e': 0.0007654857180975633}",30,19,20.85344712827868,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.5, 'e': 0.0007616678421508473}",25,13,23.614117298909893,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.5, 'e': 0.0007578690079398545}",35,20,26.72272784827142,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.5, 'e': 0.0007540891204935333}",25,9,27.334849059712838,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.5, 'e': 0.0007503280853145}",25,20,8.56383389720362,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.5, 'e': 0.0007465858083766792}",25,17,17.4347359231342,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
